ORDER	ORTHOGRAPHY	IPA	FREQUENCY
776	president	pɹˈɛzɪdənt	20929
777	private	pɹˈa‍ɪvət	20925
778	jack	d‍ʒˈæk	20914
779	sent	sˈɛnt	20912
780	meant	mˈɛnt	20891
781	rock	ɹˈɒk	20852
782	class	klˈɑːs	20816
783	silver	sˈɪlvɐ	20779
784	worried	wˈʌɹɪd	20748
785	eh	ˈe‍ɪ	20736
786	sun	sˈʌn	20693
787	especially	ɪspˈɛʃə‍lˌi	20686
788	energy	ˈɛnəd‍ʒi	20667
789	clearly	klˈi‍əli	20642
790	killed	kˈɪld	20640
791	brown	bɹˈa‍ʊn	20592
792	fall	fˈɔːl	20583
793	brother	bɹˈʌðɐ	20562
794	learn	lˈɜːn	20520
795	quality	kwˈɒlɪti	20497
796	basically	bˈe‍ɪsɪkli	20488
797	sitting	sˈɪtɪŋ	20435
798	plenty	plˈɛnti	20399
799	selling	sˈɛlɪŋ	20383
800	gives	ɡˈɪvz	20375
801	value	vˈæljuː	20365
802	sold	sˈə‍ʊld	20274
803	add	ˈæd	20234
804	areas	ˈe‍əɹi‍əz	20228
805	slightly	slˈa‍ɪtli	20212
806	summer	sˈʌmɐ	20209
807	welsh	wˈɛlʃ	20207
808	married	mˈæɹɪd	20199
809	example	ɛɡzˈɑːmpə‍l	20191
810	bedroom	bˈɛdɹuːm	20187
811	spending	spˈɛndɪŋ	20174
812	earth	ˈɜːθ	20140
813	spot	spˈɒt	20107
814	former	fˈɔːmɐ	20092
815	busy	bˈɪzi	20090
816	issues	ˈɪʃuːz	20088
817	plans	plˈænz	20078
818	worse	wˈɜːs	19988
819	period	pˈi‍əɹɪəd	19953
820	dream	dɹˈiːm	19951
821	drive	dɹˈa‍ɪv	19944
822	certain	sˈɜːtən	19907
823	teams	tˈiːmz	19875
824	telling	tˈɛlɪŋ	19861
825	flat	flˈæt	19845
826	proud	pɹˈa‍ʊd	19777
827	horse	hˈɔːs	19690
828	beginning	bɪɡˈɪnɪŋ	19679
829	parliament	pˈɑːləmənt	19671
830	training	tɹˈe‍ɪnɪŋ	19642
831	act	ˈækt	19642
832	leaving	lˈiːvɪŋ	19577
833	shows	ʃˈə‍ʊz	19576
834	asking	ˈɑːskɪŋ	19571
835	competition	kˌɒmpətˈɪʃən	19558
836	player	plˈe‍ɪɐ	19548
837	hang	hˈæŋ	19529
838	pleased	plˈiːzd	19492
839	families	fˈæmɪlɪz	19466
840	risk	ɹˈɪsk	19457
841	allowed	ɐlˈa‍ʊd	19422
842	moved	mˈuːvd	19372
843	policy	pˈɒlɪsi	19355
844	ice	ˈa‍ɪs	19301
845	style	stˈa‍ɪl	19299
846	including	ɪnklˈuːdɪŋ	19297
847	sweet	swˈiːt	19191
848	honest	ˈɒnɪst	19170
849	train	tɹˈe‍ɪn	19163
850	society	səsˈa‍ɪ‍əti	19143
851	oil	ˈɔ‍ɪl	19139
852	blood	blˈʌd	19091
853	profit	pɹˈɒfɪt	19086
854	sign	sˈa‍ɪn	19053
855	deep	dˈiːp	19045
856	ways	wˈe‍ɪz	19006
857	sport	spˈɔːt	19003
858	winning	wˈɪnɪŋ	18997
859	goal	ɡˈə‍ʊl	18982
860	weekend	wiːkˈɛnd	18955
861	total	tˈə‍ʊtə‍l	18948
862	performance	pəfˈɔːməns	18899
863	series	sˈi‍əɹiz	18894
864	daughter	dˈɔːtɐ	18862
865	league	lˈiːɡ	18860
866	anywhere	ˈɛnɪwˌe‍ə	18819
867	offer	ˈɒfɐ	18815
868	social	sˈə‍ʊʃə‍l	18768
869	fit	fˈɪt	18693
870	possibly	pˈɒsəbli	18677
871	clean	klˈiːn	18677
872	international	ˌɪntənˈæʃənə‍l	18638
873	exciting	ɛksˈa‍ɪtɪŋ	18570
874	follow	fˈɒlə‍ʊ	18563
875	island	ˈa‍ɪlənd	18560
876	dry	dɹˈa‍ɪ	18551
877	changes	t‍ʃˈe‍ɪnd‍ʒɪz	18433
878	politics	pˈɒlətˌɪks	18425
879	grand	ɡɹˈænd	18419
880	force	fˈɔːs	18382
881	billion	bˈɪli‍ən	18352
882	caught	kˈɔːt	18351
883	corner	kˈɔːnɐ	18338
884	wild	wˈa‍ɪld	18185
885	list	lˈɪst	18176
886	standing	stˈændɪŋ	18159
887	countries	kˈʌntɹɪz	18089
888	create	kɹiːˈe‍ɪt	18072
889	tree	tɹˈiː	18042
890	continue	kəntˈɪnjuː	18034
891	surprise	səpɹˈa‍ɪz	17997
892	complete	kəmplˈiːt	17993
893	cash	kˈæʃ	17960
894	pop	pˈɒp	17959
895	staff	stˈɑːf	17945
896	send	sˈɛnd	17864
897	carry	kˈæɹi	17841
898	taste	tˈe‍ɪst	17833
899	thinks	θˈɪŋks	17816
900	sector	sˈɛktɐ	17779
901	wedding	wˈɛdɪŋ	17767
902	industry	ˈɪndʌstɹˌi	17756
903	ben	bˈɛn	17745
904	husband	hˈʌsbənd	17738
905	above	əbˈʌv	17738
906	cooking	kˈʊkɪŋ	17720
907	sleep	slˈiːp	17715
908	role	ɹˈə‍ʊl	17710
909	excellent	ˈɛksələnt	17689
910	holiday	hˈɒlɪdˌe‍ɪ	17681
911	economic	ˌiːkənˈɒmɪk	17643
912	sing	sˈɪŋ	17636
913	message	mˈɛsɪd‍ʒ	17610
914	pull	pˈʊl	17559
915	incredible	ɪnkɹˈɛdɪbə‍l	17513
916	onto	ˈɒntʊ	17493
917	date	dˈe‍ɪt	17471
918	dish	dˈɪʃ	17450
919	cross	kɹˈɒs	17449
920	battle	bˈætə‍l	17431
921	parts	pˈɑːts	17430
922	paper	pˈe‍ɪpɐ	17429
923	visit	vˈɪzɪt	17422
924	figures	fˈɪɡəz	17417
925	dark	dˈɑːk	17393
926	uh	ˈʌ	17390
927	band	bˈænd	17368
928	excited	ɛksˈa‍ɪtɪd	17358
929	growing	ɡɹˈə‍ʊɪŋ	17339
930	decide	dɪsˈa‍ɪd	17304
931	character	kˈæɹɪktɐ	17275
932	interested	ˈɪntɹəstɪd	17267
933	animal	ˈænɪmə‍l	17205
934	original	əɹˈɪd‍ʒɪnə‍l	17185
935	grow	ɡɹˈə‍ʊ	17091
936	type	tˈa‍ɪp	17089
937	tony	tˈə‍ʊni	17079
938	numbers	nˈʌmbəz	17070
939	concerned	kənsˈɜːnd	17041
940	education	ˌɛd‍ʒuːkˈe‍ɪʃən	17029
941	schools	skˈuːlz	16939
942	debate	dɪbˈe‍ɪt	16934
943	share	ʃˈe‍ə	16904
944	warm	wˈɔːm	16826
945	apart	ɐpˈɑːt	16807
946	village	vˈɪlɪd‍ʒ	16775
947	ring	ɹˈɪŋ	16766
948	foot	fˈʊt	16733
949	answers	ˈɑːnsəz	16726
950	based	bˈe‍ɪst	16725
951	glass	ɡlˈɑːs	16716
952	field	fˈiːld	16714
953	push	pˈʊʃ	16712
954	keeping	kˈiːpɪŋ	16674
955	lived	lˈɪvd	16635
956	success	səksˈɛs	16615
957	choose	t‍ʃˈuːz	16583
958	worst	wˈɜːst	16578
959	walking	wˈɔːkɪŋ	16576
960	missing	mˈɪsɪŋ	16516
961	instead	ɪnstˈɛd	16516
962	pair	pˈe‍ə	16506
963	kill	kˈɪl	16506
964	higher	hˈa‍ɪɐ	16489
965	popular	pˈɒpjʊlɐ	16480
966	speed	spˈiːd	16470
967	journey	d‍ʒˈɜːni	16448
968	member	mˈɛmbɐ	16396
969	simply	sˈɪmpli	16386
970	truth	tɹˈuːθ	16373
971	financial	fa‍ɪnˈænʃə‍l	16350
972	dangerous	dˈe‍ɪnd‍ʒəɹəs	16342
973	kick	kˈɪk	16318
974	security	sɪkjˈɔːɹɪti	16272
975	normal	nˈɔːmə‍l	16247
976	whoa	wˈə‍ʊ	16226
977	sister	sˈɪstɐ	16207
978	growth	ɡɹˈə‍ʊθ	16202
979	army	ˈɑːmi	16200
980	despite	dɪspˈa‍ɪt	16171
981	crime	kɹˈa‍ɪm	16168
982	fly	flˈa‍ɪ	16151
983	e	ˈiː	16147
984	track	tɹˈæk	16134
985	manager	mˈænɪd‍ʒɐ	16102
986	yours	jˈɔːz	16085
987	campaign	kæmpˈe‍ɪn	16053
988	heavy	hˈɛvi	16048
989	managed	mˈænɪd‍ʒd	16022
990	shape	ʃˈe‍ɪp	16001
991	die	dˈa‍ɪ	15993
992	dancing	dˈɑːnsɪŋ	15981
993	however	ha‍ʊˈɛvɐ	15965
994	feels	fˈiːlz	15871
995	attack	ɐtˈæk	15860
996	drop	dɹˈɒp	15849
997	starts	stˈɑːts	15810
998	write	ɹˈa‍ɪt	15768
999	fresh	fɹˈɛʃ	15760
1000	press	pɹˈɛs	15746
1001	realise	ɹˈi‍əla‍ɪz	15715
1002	doubt	dˈa‍ʊt	15713
1003	clock	klˈɒk	15610
1004	card	kˈɑːd	15597
1005	cream	kɹˈiːm	15576
1006	university	jˌuːnɪvˈɜːsɪtˌi	15560
1007	companies	kˈʌmpənɪz	15557
1008	sale	sˈe‍ɪl	15552
1009	winner	wˈɪnɐ	15548
1010	unfortunately	ʌnfˈɔːt‍ʃənətli	15542
1011	voice	vˈɔ‍ɪs	15535
1012	natural	nˈæt‍ʃəɹə‍l	15508
1013	boat	bˈə‍ʊt	15505
1014	personal	pˈɜːsənə‍l	15501
1015	hell	hˈɛl	15495
1016	bag	bˈæɡ	15489
1017	confidence	kˈɒnfɪdəns	15418
1018	parties	pˈɑːtɪz	15409
1019	potential	pətˈɛnʃə‍l	15400
1020	proper	pɹˈɒpɐ	15399
1021	following	fˈɒlə‍ʊɪŋ	15370
1022	houses	hˈa‍ʊzɪz	15344
1023	expected	ɛkspˈɛktɪd	15337
1024	held	hˈɛld	15289
1025	throw	θɹˈə‍ʊ	15275
1026	whose	hˈuːz	15253
1027	martin	mˈɑːtɪn	15247
1028	extraordinary	ɛkstɹˈɔːdɪnəɹi	15231
1029	union	jˈuːni‍ən	15194
1030	driving	dɹˈa‍ɪvɪŋ	15194
1031	bear	bˈe‍ə	15194
1032	finding	fˈa‍ɪndɪŋ	15173
1033	stuck	stˈʌk	15170
1034	terrible	tˈɛɹəbə‍l	15161
1035	leg	lˈɛɡ	15155
1036	de	dˈɐ	15149
1037	coalition	kˌə‍ʊəlˈɪʃən	15117
1038	charlie	t‍ʃˈɑːli	15111
1039	china	t‍ʃˈa‍ɪnɐ	15085
1040	figure	fˈɪɡɐ	15076
1041	confident	kˈɒnfɪdənt	15059
1042	post	pˈə‍ʊst	15047
1043	pieces	pˈiːsɪz	15044
1044	likely	lˈa‍ɪkli	15008
1045	stories	stˈɔːɹɪz	15006
1046	nervous	nˈɜːvəs	14993
1047	seemed	sˈiːmd	14943
1048	fighting	fˈa‍ɪtɪŋ	14907
1049	tiny	tˈa‍ɪni	14882
1050	huh	hˈʌ	14881
1051	hmm	hˈəm	14873
1052	mike	mˈa‍ɪk	14869
1053	draw	dɹˈɔː	14864
1054	planning	plˈænɪŋ	14849
1055	television	tˈɛlɪvˌɪʒən	14793
1056	site	sˈa‍ɪt	14775
1057	coast	kˈə‍ʊst	14755
1058	bob	bˈɒb	14746
1059	cover	kˈʌvɐ	14706
1060	books	bˈʊks	14701
1061	items	ˈa‍ɪtəmz	14699
1062	dogs	dˈɒɡz	14684
1063	totally	tˈə‍ʊtə‍li	14605
1064	audience	ˈɔːdi‍əns	14593
1065	rich	ɹˈɪt‍ʃ	14583
1066	ideas	a‍ɪdˈi‍əz	14583
1067	crisis	kɹˈa‍ɪsɪs	14583
1068	roll	ɹˈə‍ʊl	14538
1069	event	ɪvˈɛnt	14538
1070	broken	bɹˈə‍ʊkən	14537
1071	relationship	ɹɪlˈe‍ɪʃənʃˌɪp	14492
1072	bits	bˈɪts	14489
1073	quiet	kwˈa‍ɪ‍ət	14487
1074	missed	mˈɪst	14470
1075	attention	ɐtˈɛnʃən	14463
1076	began	bɪɡˈæn	14456
1077	conservative	kənsˈɜːvətˌɪv	14423
1078	scene	sˈiːn	14421
1079	seriously	sˈi‍əɹɪəsli	14408
1080	raise	ɹˈe‍ɪz	14398
1081	legs	lˈɛɡz	14362
1082	shut	ʃˈʌt	14350
1083	bird	bˈɜːd	14348
1084	birds	bˈɜːdz	14344
1085	letter	lˈɛtɐ	14340
1086	rules	ɹˈuːlz	14323
1087	normally	nˈɔːmə‍li	14315
1088	written	ɹˈɪtən	14296
1089	eggheads	ˈɛɡhɛdz	14291
1090	conditions	kəndˈɪʃənz	14250
1091	captain	kˈæptɪn	14227
1092	advice	ɐdvˈa‍ɪs	14193
1093	career	kəɹˈi‍ə	14189
1094	helping	hˈɛlpɪŋ	14183
1095	glad	ɡlˈæd	14182
1096	fans	fˈænz	14180
1097	dress	dɹˈɛs	14174
1098	per	pˈɜː	14171
1099	pain	pˈe‍ɪn	14165
1100	rate	ɹˈe‍ɪt	14149
1101	safety	sˈe‍ɪfti	14142
1102	banks	bˈæŋks	14130
1103	keen	kˈiːn	14107
1104	arrived	ɐɹˈa‍ɪvd	14077
1105	careful	kˈe‍əfə‍l	14069
1106	condition	kəndˈɪʃən	14054
1107	o	ˈə‍ʊ	14043
1108	jump	d‍ʒˈʌmp	14018
1109	yellow	jˈɛlə‍ʊ	14006
1110	wine	wˈa‍ɪn	14006
1111	hundreds	hˈʌndɹədz	13977
1112	successful	səksˈɛsfə‍l	13971
1113	honourable	ˈɒnəɹəbə‍l	13956
1114	liked	lˈa‍ɪkt	13943
1115	recently	ɹˈiːsəntli	13935
1116	smell	smˈɛl	13928
1117	sugar	ʃˈʊɡɐ	13899
1118	fear	fˈi‍ə	13899
1119	effect	ɪfˈɛkt	13882
1120	brain	bɹˈe‍ɪn	13849
1121	stone	stˈə‍ʊn	13847
1122	window	wˈɪndə‍ʊ	13791
1123	surprised	səpɹˈa‍ɪzd	13783
1124	trade	tɹˈe‍ɪd	13771
1125	camera	kˈæmɹɐ	13767
1126	led	lˈɛd	13748
1127	machine	məʃˈiːn	13724
1128	bringing	bɹˈɪŋɪŋ	13708
1129	till	tˈɪl	13700
1130	fingers	fˈɪŋɡəz	13684
1131	created	kɹiːˈe‍ɪtɪd	13672
1132	liberal	lˈɪbəɹə‍l	13663
1133	central	sˈɛntɹə‍l	13642
1134	cause	kˈɔːz	13631
1135	magic	mˈæd‍ʒɪk	13628
1136	cat	kˈæt	13608
1137	fell	fˈɛl	13603
1138	nature	nˈe‍ɪt‍ʃɐ	13594
1139	usually	jˈuːʒuːə‍li	13591
1140	strange	stɹˈe‍ɪnd‍ʒ	13577
1141	homes	hˈə‍ʊmz	13576
1142	joined	d‍ʒˈɔ‍ɪnd	13568
1143	accept	ɐksˈɛpt	13560
1144	benefit	bˈɛnɪfˌɪt	13556
1145	self	sˈɛlf	13549
1146	cars	kˈɑːz	13549
1147	explain	ɛksplˈe‍ɪn	13518
1148	winter	wˈɪntɐ	13508
1149	hall	hˈɔːl	13504
1150	available	ɐvˈe‍ɪləbə‍l	13484
1151	singing	sˈɪŋɪŋ	13462
1152	pointless	pˈɔ‍ɪntləs	13454
1153	several	sˈɛvɹə‍l	13435
1154	chicken	t‍ʃˈɪkɪn	13434
1155	common	kˈɒmən	13410
1156	alive	ɐlˈa‍ɪv	13388
1157	yep	jˈɛp	13374
1158	eating	ˈiːtɪŋ	13372
1159	latest	lˈe‍ɪtəst	13356
1160	radio	ɹˈe‍ɪdɪˌə‍ʊ	13347
1161	hurt	hˈɜːt	13341
1162	travel	tɹˈævə‍l	13319
1163	investment	ɪnvˈɛstmənt	13318
1164	prepared	pɹɪpˈe‍əd	13308
1165	bright	bɹˈa‍ɪt	13304
1166	darling	dˈɑːlɪŋ	13301
1167	language	lˈæŋɡwɪd‍ʒ	13299
1168	flying	flˈa‍ɪɪŋ	13266
1169	suddenly	sˈʌdənli	13264
1170	military	mˈɪlɪtəɹi	13261
1171	picked	pˈɪkt	13228
1172	paying	pˈe‍ɪɪŋ	13228
1173	weight	wˈe‍ɪt	13212
1174	helped	hˈɛlpt	13172
1175	station	stˈe‍ɪʃən	13170
1176	states	stˈe‍ɪts	13170
1177	hate	hˈe‍ɪt	13152
1178	current	kˈʌɹənt	13145
1179	names	nˈe‍ɪmz	13139
1180	prison	pɹˈɪzən	13110
1181	forces	fˈɔːsɪz	13106
1182	bathroom	bˈɑːθɹuːm	13098
1183	protect	pɹətˈɛkt	13088
1184	damage	dˈæmɪd‍ʒ	13084
1185	reach	ɹˈiːt‍ʃ	13080
1186	farm	fˈɑːm	13079
1187	york	jˈɔːk	13071
1188	scared	skˈe‍əd	13053
1189	turning	tˈɜːnɪŋ	13051
1190	target	tˈɑːɡɪt	13050
1191	throughout	θɹuːˈa‍ʊt	13049
1192	streets	stɹˈiːts	13046
1193	wearing	wˈe‍əɹɪŋ	13035
1194	aware	ɐwˈe‍ə	13004
1195	search	sˈɜːt‍ʃ	12987
1196	unusual	ʌnjˈuːʒuːə‍l	12985
1197	plant	plˈænt	12965
1198	prize	pɹˈa‍ɪz	12961
1199	leaves	lˈiːvz	12957
1200	champion	t‍ʃˈæmpi‍ən	12956
1201	losing	lˈuːzɪŋ	12933
1202	results	ɹɪzˈʌlts	12932
1203	sad	sˈæd	12931
1204	cheese	t‍ʃˈiːz	12928
1205	slow	slˈə‍ʊ	12919
1206	similar	sˈɪmɪlɐ	12885
1207	gentlemen	d‍ʒˈɛntə‍lmən	12880
1208	cake	kˈe‍ɪk	12872
1209	wrote	ɹˈə‍ʊt	12866
1210	harry	hˈæɹi	12865
1211	meat	mˈiːt	12838
1212	pictures	pˈɪkt‍ʃəz	12822
1213	science	sˈa‍ɪ‍əns	12821
1214	rid	ɹˈɪd	12800
1215	bet	bˈɛt	12788
1216	officers	ˈɒfɪsəz	12707
1217	metres	mˈiːtəz	12695
1218	likes	lˈa‍ɪks	12670
1219	range	ɹˈe‍ɪnd‍ʒ	12664
1220	pat	pˈæt	12640
1221	egg	ˈɛɡ	12626
1222	pink	pˈɪŋk	12622
1223	loads	lˈə‍ʊdz	12592
1224	stopped	stˈɒpt	12589
1225	stars	stˈɑːz	12588
1226	positive	pˈɒzɪtˌɪv	12586
1227	edge	ˈɛd‍ʒ	12583
1228	sex	sˈɛks	12572
1229	operation	ˌɒpəɹˈe‍ɪʃən	12565
1230	chief	t‍ʃˈiːf	12548
1231	mistake	mɪstˈe‍ɪk	12470
1232	debt	dˈɛt	12466
1233	congratulations	kənɡɹˈæt‍ʃʊlˈe‍ɪʃənz	12460
1234	due	djˈuː	12457
1235	trees	tɹˈiːz	12455
1236	promise	pɹˈɒmɪs	12442
1237	snow	snˈə‍ʊ	12417
1238	sky	skˈa‍ɪ	12396
1239	greatest	ɡɹˈe‍ɪtəst	12396
1240	sauce	sˈɔːs	12362
1241	crazy	kɹˈe‍ɪzi	12351
1242	opening	ˈə‍ʊpənɪŋ	12345
1243	expensive	ɛkspˈɛnsɪv	12342
1244	region	ɹˈiːd‍ʒən	12309
1245	according	ɐkˈɔːdɪŋ	12309
1246	politicians	pˌɒlɪtˈɪʃənz	12297
1247	skills	skˈɪlz	12291
1248	super	sˈuːpɐ	12283
1249	mess	mˈɛs	12282
1250	seat	sˈiːt	12276
1251	provide	pɹəvˈa‍ɪd	12264
1252	charity	t‍ʃˈæɹɪti	12255
1253	stupid	stjˈuːpɪd	12251
1254	commission	kəmˈɪʃən	12236
1255	studio	stjˈuːdɪˌə‍ʊ	12229
1256	rise	ɹˈa‍ɪz	12225
1257	everywhere	ˈɛvɹɪwˌe‍ə	12196
1258	plus	plˈʌs	12168
1259	focus	fˈə‍ʊkəs	12156
1260	square	skwˈe‍ə	12140
1261	wood	wˈʊd	12137
1262	reckon	ɹˈɛkən	12133
1263	kid	kˈɪd	12131
1264	heading	hˈɛdɪŋ	12129
1265	speaking	spˈiːkɪŋ	12110
1266	buying	bˈa‍ɪɪŋ	12109
1267	enjoyed	ɛnd‍ʒˈɔ‍ɪd	12070
1268	unless	ʌnlˈɛs	12066
1269	awful	ˈɔːfə‍l	12064
1270	ride	ɹˈa‍ɪd	12049
1271	noise	nˈɔ‍ɪz	12039
1272	prove	pɹˈuːv	12029
1273	changing	t‍ʃˈe‍ɪnd‍ʒɪŋ	12023
1274	begin	bɪɡˈɪn	11985
1275	twice	twˈa‍ɪs	11963
1276	em	ˈɛm	11963
1277	birthday	bˈɜːθde‍ɪ	11960
1278	laugh	lˈɑːf	11958
1279	website	wˈɛbsa‍ɪt	11935
1280	respect	ɹɪspˈɛkt	11918
1281	calling	kˈɔːlɪŋ	11907
1282	showing	ʃˈə‍ʊɪŋ	11899
1283	beyond	bɪjˈɒnd	11893
1284	capital	kˈæpɪtə‍l	11885
1285	agreed	ɐɡɹˈiːd	11884
1286	gas	ɡˈæs	11881
1287	dinner	dˈɪnɐ	11872
1288	title	tˈa‍ɪtə‍l	11845
1289	fat	fˈæt	11832
1290	county	kˈa‍ʊnti	11811
1291	estate	ɪstˈe‍ɪt	11796
1292	decisions	dɪsˈɪʒənz	11795
1293	chocolate	t‍ʃˈɒklət	11790
1294	balls	bˈɔːlz	11784
1295	reveal	ɹɪvˈiːl	11778
1296	workers	wˈɜːkəz	11774
1297	goodbye	ɡʊdbˈa‍ɪ	11771
1298	ship	ʃˈɪp	11760
1299	pounds	pˈa‍ʊndz	11748
1300	painting	pˈe‍ɪntɪŋ	11746
1301	passed	pˈɑːst	11745
1302	cloud	klˈa‍ʊd	11742
1303	lie	lˈa‍ɪ	11733
1304	scored	skˈɔːd	11728
1305	heat	hˈiːt	11727
1306	false	fˈɒls	11727
1307	writing	ɹˈa‍ɪtɪŋ	11724
1308	effort	ˈɛfət	11724
1309	surely	ʃˈɔːli	11715
1310	rights	ɹˈa‍ɪts	11714
1311	events	ɪvˈɛnts	11708
1312	crowd	kɹˈa‍ʊd	11702
1313	design	dɪzˈa‍ɪn	11699
1314	tour	tˈɔː	11685
1315	nation	nˈe‍ɪʃən	11680
1316	afford	ɐfˈɔːd	11671
1317	german	d‍ʒˈɜːmən	11670
1318	responsibility	ɹɪspˌɒnsəbˈɪlɪti	11637
1319	hole	hˈə‍ʊl	11636
1320	lines	lˈa‍ɪnz	11634
1321	pot	pˈɒt	11628
1322	hotel	hə‍ʊtˈɛl	11614
1323	holding	hˈə‍ʊldɪŋ	11604
1324	foreign	fˈɒɹən	11560
1325	hat	hˈæt	11557
1326	sick	sˈɪk	11549
1327	failed	fˈe‍ɪld	11534
1328	master	mˈɑːstɐ	11496
1329	opened	ˈə‍ʊpənd	11495
1330	credit	kɹˈɛdɪt	11495
1331	older	ˈə‍ʊldɐ	11483
1332	allow	ɐlˈa‍ʊ	11483
1333	extremely	ɛkstɹˈiːmli	11473
1334	frame	fɹˈe‍ɪm	11472
1335	recent	ɹˈiːsənt	11464
1336	wet	wˈɛt	11463
1337	arms	ˈɑːmz	11433
1338	independent	ˌɪndɪpˈɛndənt	11413
1339	costs	kˈɒsts	11413
1340	skin	skˈɪn	11396
1341	fault	fˈɒlt	11377
1342	danger	dˈe‍ɪnd‍ʒɐ	11370
1343	trip	tɹˈɪp	11367
1344	properly	pɹˈɒpəli	11334
1345	easier	ˈiːzɪɐ	11334
1346	access	ˈæksɛs	11333
1347	legal	lˈiːɡə‍l	11309
1348	lift	lˈɪft	11289
1349	raised	ɹˈe‍ɪzd	11287
1350	fairly	fˈe‍əli	11282
1351	weird	wˈi‍əd	11273
1352	treat	tɹˈiːt	11256
1353	traditional	tɹɐdˈɪʃənə‍l	11255
1354	sunshine	sˈʌnʃa‍ɪn	11252
1355	justice	d‍ʒˈʌstɪs	11229
1356	details	dˈiːte‍ɪlz	11227
1357	statement	stˈe‍ɪtmənt	11220
1358	turns	tˈɜːnz	11218
1359	students	stjˈuːdənts	11218
1360	upon	əpˈɒn	11217
1361	bar	bˈɑː	11216
1362	ended	ˈɛndɪd	11194
1363	businesses	bˈɪznəsɪz	11187
1364	usual	jˈuːʒuːə‍l	11185
1365	ourselves	a‍ʊ‍əsˈɛlvz	11181
1366	knowledge	nˈɒlɪd‍ʒ	11175
1367	incredibly	ɪnkɹˈɛdɪbli	11173
1368	peace	pˈiːs	11159
1369	department	dɪpˈɑːtmənt	11133
1370	bus	bˈʌs	11117
1371	officer	ˈɒfɪsɐ	11106
1372	fabulous	fˈæbjʊləs	11102
1373	literally	lˈɪtəɹə‍li	11096
1374	fancy	fˈænsi	11037
1375	clothes	klˈə‍ʊðz	11012
1376	loves	lˈʌvz	11011
1377	moon	mˈuːn	11005
1378	collection	kəlˈɛkʃən	10984
1379	eggs	ˈɛɡz	10965
1380	theatre	θˈi‍ətɐ	10951
1381	calls	kˈɔːlz	10949
1382	jane	d‍ʒˈe‍ɪn	10948
1383	prince	pɹˈɪns	10946
1384	apparently	ɐpˈæɹəntli	10912
1385	doors	dˈɔːz	10905
1386	b	bˈiː	10903
1387	cases	kˈe‍ɪsɪz	10898
1388	plants	plˈænts	10889
1389	tight	tˈa‍ɪt	10882
1390	benefits	bˈɛnɪfˌɪts	10879
1391	expert	ˈɛkspɜːt	10871
1392	environment	ɛnvˈa‍ɪɹənmənt	10821
1393	ho	hˈə‍ʊ	10813
1394	balance	bˈæləns	10804
1395	goodness	ɡˈʊdnəs	10799
1396	mad	mˈæd	10791
1397	reasons	ɹˈiːzənz	10787
1398	strike	stɹˈa‍ɪk	10785
1399	wide	wˈa‍ɪd	10770
1400	gentleman	d‍ʒˈɛntə‍lmən	10770
1401	plate	plˈe‍ɪt	10767
1402	ran	ɹˈæn	10763
1403	strongest	stɹˈɒŋɡəst	10752
1404	milk	mˈɪlk	10748
1405	flavour	flˈe‍ɪvɐ	10745
1406	cooked	kˈʊkt	10743
1407	heads	hˈɛdz	10723
1408	fruit	fɹˈuːt	10717
1409	opposition	ˌɒpəzˈɪʃən	10713
1410	culture	kˈʌlt‍ʃɐ	10707
1411	grown	ɡɹˈə‍ʊn	10706
1412	average	ˈævɹɪd‍ʒ	10706
1413	reports	ɹɪpˈɔːts	10702
1414	calm	kˈɑːm	10692
1415	shame	ʃˈe‍ɪm	10663
1416	wee	wˈiː	10659
1417	gorgeous	ɡˈɔːd‍ʒəs	10659
1418	patient	pˈe‍ɪʃənt	10649
1419	eventually	ɪvˈɛnt‍ʃuːə‍li	10642
1420	t	tˈiː	10636
1421	rooms	ɹˈuːmz	10630
1422	victory	vˈɪktəɹˌi	10624
1423	ensure	ɛnʃˈɔː	10624
1424	lunch	lˈʌnt‍ʃ	10623
1425	talked	tˈɔːkt	10613
1426	knock	nˈɒk	10607
1427	discovered	dɪskˈʌvəd	10603
1428	millions	mˈɪli‍ənz	10598
1429	beach	bˈiːt‍ʃ	10594
1430	roof	ɹˈuːf	10584
1431	speech	spˈiːt‍ʃ	10579
1432	entire	ɛntˈa‍ɪ‍ə	10557
1433	wanna	wˈɒnɐ	10553
1434	standard	stˈændəd	10551
1435	nose	nˈə‍ʊz	10537
1436	internet	ˈɪntənˌɛt	10534
1437	waste	wˈe‍ɪst	10523
1438	crew	kɹˈuː	10514
1439	showed	ʃˈə‍ʊd	10510
1440	base	bˈe‍ɪs	10500
1441	properties	pɹˈɒpətɪz	10467
1442	scale	skˈe‍ɪl	10458
1443	prices	pɹˈa‍ɪsɪz	10454
1444	fan	fˈæn	10434
1445	notice	nˈə‍ʊtɪs	10418
1446	majority	məd‍ʒˈɒɹɪtˌi	10411
1447	lee	lˈiː	10410
1448	powerful	pˈa‍ʊəfə‍l	10407
1449	blow	blˈə‍ʊ	10407
1450	smile	smˈa‍ɪl	10393
1451	movement	mˈuːvmənt	10384
1452	angry	ˈæŋɡɹi	10384
1453	individual	ˌɪndɪvˈɪd‍ʒuːə‍l	10377
1454	hill	hˈɪl	10370
1455	previous	pɹˈiːvɪəs	10368
1456	falling	fˈɔːlɪŋ	10357
1457	count	kˈa‍ʊnt	10345
1458	artist	ˈɑːtɪst	10332
